order_number,product_key,customer_id,order_date,ship_date,due_date,sales_amount,sales_quantity,sales_price
SO44253,BK-R93R-62,28099,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44424,BK-R93R-48,17916,2011-04-18,2011-04-25,2011-04-30,3578,1,3578
SO44738,BK-R93R-52,18252,2011-05-30,2011-06-06,2011-06-11,3578,1,3578
SO44974,BK-R93R-48,14776,2011-06-22,2011-06-29,2011-07-04,3578,1,3578
SO45199,BK-M82S-44,29476,2011-07-21,2011-07-28,2011-08-02,3400,1,3400
SO45433,BK-R93R-62,12547,2011-08-14,2011-08-21,2011-08-26,3578,1,3578
SO45453,BK-R93R-44,12549,2011-08-18,2011-08-25,2011-08-30,3578,1,3578
SO45465,BK-R50B-52,25819,2011-08-20,2011-08-27,2011-09-01,699,1,699
SO45583,BK-R93R-44,11274,2011-08-29,2011-09-05,2011-09-10,3578,1,3578
SO45911,BK-R93R-56,11797,2011-10-14,2011-10-21,2011-10-26,3578,1,3578
SO46406,BK-R93R-48,12779,2011-12-01,2011-12-08,2011-12-13,3578,1,3578
SO46773,BK-R89R-58,13173,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46788,BK-M68B-38,12342,2012-01-10,2012-01-17,2012-01-22,2049,1,2049
SO46794,BK-R89B-44,24977,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46796,BK-M68B-42,26247,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46860,BK-R89R-58,21180,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO47213,BK-R89B-52,16287,2012-02-15,2012-02-22,2012-02-27,2182,1,2182
SO47893,BK-R89R-58,25989,2012-04-20,2012-04-27,2012-05-02,2182,1,2182
SO48625,BK-R50B-62,26547,2012-06-18,2012-06-25,2012-06-30,783,1,783
SO48865,BK-R64Y-38,24924,2012-07-08,2012-07-15,2012-07-20,1000,1,1000
SO48930,BK-R89R-58,15086,2012-07-15,2012-07-22,2012-07-27,2182,1,2182
SO48991,BK-M68S-42,12291,2012-07-23,2012-07-30,2012-08-04,2071,1,2071
SO49253,BK-M68B-42,14211,2012-08-07,2012-08-14,2012-08-19,2049,1,2049
SO49699,BK-R64Y-38,25037,2012-09-13,2012-09-20,2012-09-25,1000,1,1000
SO49813,BK-R89B-58,15700,2012-09-27,2012-10-04,2012-10-09,2182,1,2182
SO50074,BK-M68S-46,27117,2012-10-15,2012-10-22,2012-10-27,2071,1,2071
SO50326,BK-M68S-42,21620,2012-10-28,2012-11-04,2012-11-09,2071,1,2071
SO50499,BK-M68S-38,15214,2012-11-12,2012-11-19,2012-11-24,2071,1,2071
SO50828,BK-M68B-38,13551,2012-12-04,2012-12-11,2012-12-16,2049,1,2049
SO50998,BK-R64Y-38,19316,2012-12-19,2012-12-26,2012-12-31,1000,1,1000
SO51029,BK-R89B-52,24475,2012-12-22,2012-12-29,2013-01-03,2182,1,2182
SO51208,HL-U509-B,23234,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51219,BK-T44U-60,25086,2012-12-30,2013-01-06,2013-01-11,1215,1,1215
SO51235,BK-M68B-42,11105,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51272,TI-R982,19418,2013-01-03,2013-01-10,2013-01-15,33,1,33
SO51313,BK-T79Y-60,28203,2013-01-05,2013-01-12,2013-01-17,2384,1,2384
SO51417,CL-9009,11281,2013-01-11,2013-01-18,2013-01-23,8,1,8
SO51465,HL-U509-B,16794,2013-01-15,2013-01-22,2013-01-27,35,1,35
SO51485,BK-R89B-44,16316,2013-01-16,2013-01-23,2013-01-28,2443,1,2443
SO51502,FE-6654,19475,2013-01-17,2013-01-24,2013-01-29,22,1,22
SO51555,WB-H098,11037,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51577,BK-M68S-42,11042,2013-01-21,2013-01-28,2013-02-02,2320,1,2320
SO51664,BK-M38S-38,13742,2013-01-26,2013-02-02,2013-02-07,769,1,769
SO51901,TI-M823,15703,2013-01-28,2013-02-04,2013-02-09,35,1,35
SO51927,FE-6654,25811,2013-01-29,2013-02-05,2013-02-10,22,1,22
SO51928,BC-M005,29307,2013-01-29,2013-02-05,2013-02-10,10,1,10
SO51955,HL-U509-R,13582,2013-01-29,2013-02-05,2013-02-10,35,1,35
SO52062,BK-T44U-54,25146,2013-01-31,2013-02-07,2013-02-12,1215,1,1215
SO52205,HL-U509,18700,2013-02-03,2013-02-10,2013-02-15,35,1,35
SO52238,BC-M005,20696,2013-02-04,2013-02-11,2013-02-16,10,1,10
SO52437,PK-7098,21111,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52497,SH-W890-S,18687,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52590,WB-H098,21442,2013-02-11,2013-02-18,2013-02-23,5,1,5
SO52624,HL-U509-B,14008,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52723,CA-1098,21648,2013-02-13,2013-02-20,2013-02-25,9,1,9
SO52789,GL-H102-L,11078,2013-02-15,2013-02-22,2013-02-27,24,1,24
SO52878,HL-U509,24521,2013-02-16,2013-02-23,2013-02-28,35,1,35
SO52881,BK-R19B-48,25615,2013-02-16,2013-02-23,2013-02-28,540,1,540
SO52951,HL-U509-B,13235,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52958,HL-U509-B,28770,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO53327,BK-M18B-44,18974,2013-02-25,2013-03-04,2013-03-09,540,1,540
SO53395,WB-H098,19406,2013-02-26,2013-03-05,2013-03-10,5,1,5
SO53444,HL-U509-R,26322,2013-02-27,2013-03-06,2013-03-11,35,1,35
SO53847,PK-7098,12753,2013-03-04,2013-03-11,2013-03-16,2,1,2
SO53933,LJ-0192-M,28241,2013-03-06,2013-03-13,2013-03-18,50,1,50
SO53969,HL-U509-B,18746,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO54079,TT-M928,11738,2013-03-08,2013-03-15,2013-03-20,5,1,5
SO54088,BC-M005,19023,2013-03-08,2013-03-15,2013-03-20,10,1,10
SO54090,BC-M005,12206,2013-03-08,2013-03-15,2013-03-20,10,1,10
SO54133,BK-M68S-42,12200,2013-03-09,2013-03-16,2013-03-21,2320,1,2320
SO54157,SH-W890-S,20739,2013-03-10,2013-03-17,2013-03-22,70,1,70
SO54164,TI-M823,14982,2013-03-10,2013-03-17,2013-03-22,35,1,35
SO54187,WB-H098,27874,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO44237,BK-R93R-62,17056,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44803,BK-R93R-62,12383,2011-05-31,2011-06-07,2011-06-12,3578,1,3578
SO44866,BK-M82B-44,11443,2011-06-07,2011-06-14,2011-06-19,3375,1,3375
SO44895,BK-M82B-48,25951,2011-06-12,2011-06-19,2011-06-24,3375,1,3375
SO44963,BK-M82S-44,25974,2011-06-20,2011-06-27,2011-07-02,3400,1,3400
SO44984,BK-R93R-56,29008,2011-06-23,2011-06-30,2011-07-05,3578,1,3578
SO45505,BK-R93R-52,19593,2011-08-26,2011-09-02,2011-09-07,3578,1,3578
SO45639,BK-R93R-44,19782,2011-09-06,2011-09-13,2011-09-18,3578,1,3578
SO45659,BK-M82B-42,26003,2011-09-10,2011-09-17,2011-09-22,3375,1,3375
SO45863,BK-R93R-56,11873,2011-10-07,2011-10-14,2011-10-19,3578,1,3578
SO45875,BK-R93R-62,20242,2011-10-09,2011-10-16,2011-10-21,3578,1,3578
SO45963,BK-R93R-62,20238,2011-10-21,2011-10-28,2011-11-02,3578,1,3578
SO46169,BK-R93R-52,12094,2011-11-05,2011-11-12,2011-11-17,3578,1,3578
SO46221,BK-R93R-56,23866,2011-11-13,2011-11-20,2011-11-25,3578,1,3578
SO46393,BK-R93R-56,15695,2011-11-29,2011-12-06,2011-12-11,3578,1,3578
SO46483,BK-R93R-48,12883,2011-12-13,2011-12-20,2011-12-25,3578,1,3578
SO46704,BK-R89R-52,13059,2012-01-01,2012-01-08,2012-01-13,2443,1,2443
SO46903,BK-M68S-42,12353,2012-01-25,2012-02-01,2012-02-06,2071,1,2071
SO47101,BK-R89R-58,16260,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47140,BK-M68S-46,26290,2012-02-06,2012-02-13,2012-02-18,2071,1,2071
SO47493,BK-M68B-38,28569,2012-03-07,2012-03-14,2012-03-19,2049,1,2049
SO47619,BK-M68S-46,12689,2012-03-23,2012-03-30,2012-04-04,2071,1,2071
SO47794,BK-M68S-42,20375,2012-04-09,2012-04-16,2012-04-21,2071,1,2071
SO47919,BK-R64Y-38,17216,2012-04-24,2012-05-01,2012-05-06,1000,1,1000
SO48528,BK-R89B-58,22908,2012-06-10,2012-06-17,2012-06-22,2182,1,2182
SO48693,BK-R89R-52,25995,2012-06-26,2012-07-03,2012-07-08,2443,1,2443
SO49189,BK-R50B-48,15525,2012-08-01,2012-08-08,2012-08-13,783,1,783
SO49233,BK-R50R-62,15531,2012-08-05,2012-08-12,2012-08-17,783,1,783
SO49406,BK-M68S-42,27021,2012-08-23,2012-08-30,2012-09-04,2071,1,2071
SO49707,BK-R89R-58,13889,2012-09-14,2012-09-21,2012-09-26,2182,1,2182
SO49974,BK-R89R-58,24248,2012-10-05,2012-10-12,2012-10-17,2182,1,2182
SO50597,BK-M68B-46,21629,2012-11-23,2012-11-30,2012-12-05,2049,1,2049
SO51179,ST-1401,22430,2012-12-28,2013-01-04,2013-01-09,159,1,159
SO51282,PK-7098,11008,2013-01-03,2013-01-10,2013-01-15,2,1,2
SO51311,SJ-0194-X,22940,2013-01-05,2013-01-12,2013-01-17,54,1,54
SO51438,SJ-0194-X,19212,2013-01-12,2013-01-19,2013-01-24,54,1,54
SO51452,BK-R19B-52,22254,2013-01-13,2013-01-20,2013-01-25,540,1,540
SO51553,CA-1098,11286,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51683,BK-M68B-38,11095,2013-01-27,2013-02-03,2013-02-08,2295,1,2295
SO51883,HL-U509,15138,2013-01-28,2013-02-04,2013-02-09,35,1,35
SO52141,TI-R092,26989,2013-02-02,2013-02-09,2013-02-14,21,1,21
SO52231,TI-R982,11712,2013-02-04,2013-02-11,2013-02-16,33,1,33
SO52257,HL-U509-B,25697,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52388,CL-9009,13458,2013-02-07,2013-02-14,2013-02-19,8,1,8
SO52429,TI-M602,23088,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO52591,PK-7098,18053,2013-02-11,2013-02-18,2013-02-23,2,1,2
SO52643,CL-9009,12295,2013-02-12,2013-02-19,2013-02-24,8,1,8
SO52721,SJ-0194-S,25097,2013-02-13,2013-02-20,2013-02-25,54,1,54
SO52778,LJ-0192-S,11215,2013-02-15,2013-02-22,2013-02-27,50,1,50
SO52809,WB-H098,13485,2013-02-15,2013-02-22,2013-02-27,5,1,5
SO52828,FE-6654,11523,2013-02-15,2013-02-22,2013-02-27,22,1,22
SO52872,PK-7098,15922,2013-02-16,2013-02-23,2013-02-28,2,1,2
SO52966,BK-M68B-46,11351,2013-02-19,2013-02-26,2013-03-03,2295,1,2295
SO53008,CL-9009,13962,2013-02-20,2013-02-27,2013-03-04,8,1,8
SO53049,TI-M267,15561,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53164,RA-H123,15468,2013-02-22,2013-03-01,2013-03-06,120,1,120
SO53169,TI-M823,11525,2013-02-22,2013-03-01,2013-03-06,35,1,35
SO53283,BC-R205,24340,2013-02-24,2013-03-03,2013-03-08,9,1,9
SO53384,PK-7098,28753,2013-02-26,2013-03-05,2013-03-10,2,1,2
SO53806,PK-7098,26693,2013-03-03,2013-03-10,2013-03-15,2,1,2
SO53857,WB-H098,12153,2013-03-04,2013-03-11,2013-03-16,5,1,5
SO54024,GL-H102-S,12152,2013-03-07,2013-03-14,2013-03-19,24,1,24
SO54046,WB-H098,29333,2013-03-08,2013-03-15,2013-03-20,5,1,5
SO54117,SO-R809-L,11711,2013-03-09,2013-03-16,2013-03-21,9,1,9
SO54217,TT-M928,15878,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO54230,TT-M928,11685,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO54234,HL-U509-R,12187,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO44235,BK-R93R-52,22117,2011-03-22,2011-03-29,2011-04-03,3578,1,3578
SO44602,BK-R93R-56,14702,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO45099,BK-R93R-48,29174,2011-07-04,2011-07-11,2011-07-16,3578,1,3578
SO45136,BK-R93R-48,19084,2011-07-11,2011-07-18,2011-07-23,3578,1,3578
SO45741,BK-R93R-56,19788,2011-09-22,2011-09-29,2011-10-04,3578,1,3578
SO46226,BK-R93R-52,13263,2011-11-13,2011-11-20,2011-11-25,3578,1,3578
SO46556,BK-R50R-44,25948,2011-12-21,2011-12-28,2012-01-02,699,1,699
SO46801,BK-R89R-44,25094,2012-01-12,2012-01-19,2012-01-24,2443,1,2443
SO47080,BK-M68B-42,26302,2012-01-30,2012-02-06,2012-02-11,2049,1,2049
SO47290,BK-R89R-44,21558,2012-02-22,2012-02-29,2012-03-05,2443,1,2443
SO47572,BK-R89R-44,29149,2012-03-17,2012-03-24,2012-03-29,2443,1,2443
SO47590,BK-M68S-46,26312,2012-03-19,2012-03-26,2012-03-31,2071,1,2071
SO47646,BK-M68S-38,20373,2012-03-28,2012-04-04,2012-04-09,2071,1,2071
SO47764,BK-M68S-46,28711,2012-04-04,2012-04-11,2012-04-16,2071,1,2071
SO47782,BK-R89B-52,22032,2012-04-06,2012-04-13,2012-04-18,2182,1,2182
SO48218,BK-R89R-44,16594,2012-05-21,2012-05-28,2012-06-02,2443,1,2443
SO48582,BK-R50B-52,15428,2012-06-15,2012-06-22,2012-06-27,783,1,783
SO48839,BK-R89R-44,16567,2012-07-06,2012-07-13,2012-07-18,2443,1,2443
SO49636,BK-R89R-48,23665,2012-09-06,2012-09-13,2012-09-18,2443,1,2443
SO49990,BK-M68S-46,15180,2012-10-07,2012-10-14,2012-10-19,2071,1,2071
SO50006,BK-R50B-58,20896,2012-10-09,2012-10-16,2012-10-21,783,1,783
SO50484,BK-R89B-48,18028,2012-11-11,2012-11-18,2012-11-23,2182,1,2182
SO51064,BK-M68B-38,27521,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51076,BK-R50R-48,15959,2012-12-27,2013-01-03,2013-01-08,783,1,783
SO51189,GL-H102-L,16688,2012-12-29,2013-01-05,2013-01-10,24,1,24
SO51193,BK-M68B-46,11020,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51243,TT-R982,25609,2012-12-31,2013-01-07,2013-01-12,4,1,4
SO51306,BK-M68S-42,11333,2013-01-05,2013-01-12,2013-01-17,2320,1,2320
SO51490,HY-1023-70,11171,2013-01-16,2013-01-23,2013-01-28,55,1,55
SO51493,BK-M68S-38,11001,2013-01-16,2013-01-23,2013-01-28,2320,1,2320
SO52079,TI-R982,24486,2013-02-01,2013-02-08,2013-02-13,33,1,33
SO52116,HL-U509-R,27968,2013-02-02,2013-02-09,2013-02-14,35,1,35
SO52129,TI-M267,17027,2013-02-02,2013-02-09,2013-02-14,25,1,25
SO52135,FE-6654,15820,2013-02-02,2013-02-09,2013-02-14,22,1,22
SO52223,BK-R89R-58,19493,2013-02-04,2013-02-11,2013-02-16,2443,1,2443
SO52251,HY-1023-70,13372,2013-02-04,2013-02-11,2013-02-16,55,1,55
SO52325,BK-T79U-54,24669,2013-02-05,2013-02-12,2013-02-17,2384,1,2384
SO52441,TI-T723,26904,2013-02-08,2013-02-15,2013-02-20,29,1,29
SO52488,TI-M267,11642,2013-02-09,2013-02-16,2013-02-21,25,1,25
SO52505,PK-7098,17092,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO53008,PK-7098,13962,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53037,TI-M267,18632,2013-02-20,2013-02-27,2013-03-04,25,1,25
SO53130,WB-H098,19450,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53651,BK-M68B-38,12102,2013-02-28,2013-03-07,2013-03-12,2295,1,2295
SO53651,FE-6654,12102,2013-02-28,2013-03-07,2013-03-12,22,1,22
SO53715,CA-1098,21810,2013-03-01,2013-03-08,2013-03-13,9,1,9
SO53722,HL-U509,17077,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53774,ST-1401,14858,2013-03-03,2013-03-10,2013-03-15,159,1,159
SO53804,WB-H098,23783,2013-03-03,2013-03-10,2013-03-15,5,1,5
SO54179,RA-H123,19550,2013-03-10,2013-03-17,2013-03-22,120,1,120
SO54211,TI-M267,26291,2013-03-11,2013-03-18,2013-03-23,25,1,25
SO54216,TT-M928,23089,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO54217,HL-U509-R,15878,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO44690,BK-M82S-38,11111,2011-05-20,2011-05-27,2011-06-01,3400,1,3400
SO44733,BK-R93R-52,18214,2011-05-29,2011-06-05,2011-06-10,3578,1,3578
SO45203,BK-R93R-56,18907,2011-07-21,2011-07-28,2011-08-02,3578,1,3578
SO45224,BK-R93R-44,18723,2011-07-24,2011-07-31,2011-08-05,3578,1,3578
SO45493,BK-R50R-58,14731,2011-08-25,2011-09-01,2011-09-06,699,1,699
SO45586,BK-R93R-44,12613,2011-08-30,2011-09-06,2011-09-11,3578,1,3578
SO45631,BK-M82B-44,11237,2011-09-05,2011-09-12,2011-09-17,3375,1,3375
SO45751,BK-R50B-48,14739,2011-09-23,2011-09-30,2011-10-05,699,1,699
SO45979,BK-R93R-44,15630,2011-10-24,2011-10-31,2011-11-05,3578,1,3578
SO46283,BK-M82B-48,26093,2011-11-21,2011-11-28,2011-12-03,3375,1,3375
SO46542,BK-M82S-48,11431,2011-12-21,2011-12-28,2012-01-02,3400,1,3400
SO46585,BK-R93R-56,15050,2011-12-26,2012-01-02,2012-01-07,3578,1,3578
SO47814,BK-M68B-42,26338,2012-04-11,2012-04-18,2012-04-23,2049,1,2049
SO47907,BK-R89R-48,21999,2012-04-22,2012-04-29,2012-05-04,2443,1,2443
SO48483,BK-R64Y-38,24917,2012-06-06,2012-06-13,2012-06-18,1000,1,1000
SO48813,BK-M68B-46,13631,2012-07-01,2012-07-08,2012-07-13,2049,1,2049
SO49408,BK-R50R-60,15535,2012-08-23,2012-08-30,2012-09-04,783,1,783
SO49563,BK-M68S-42,27087,2012-08-29,2012-09-05,2012-09-10,2071,1,2071
SO49566,BK-R50B-58,15565,2012-08-29,2012-09-05,2012-09-10,783,1,783
SO49604,BK-R89R-52,17221,2012-09-03,2012-09-10,2012-09-15,2443,1,2443
SO49776,BK-R50R-52,27297,2012-09-23,2012-09-30,2012-10-05,783,1,783
SO50174,BK-R89B-44,24168,2012-10-26,2012-11-02,2012-11-07,2182,1,2182
SO50414,BK-R64Y-44,19285,2012-11-04,2012-11-11,2012-11-16,1000,1,1000
SO50594,BK-M68B-42,15601,2012-11-22,2012-11-29,2012-12-04,2049,1,2049
SO50643,BK-M68S-38,27427,2012-11-27,2012-12-04,2012-12-09,2071,1,2071
SO50862,BK-M68S-46,27541,2012-12-07,2012-12-14,2012-12-19,2071,1,2071
SO50990,BK-R89B-52,24505,2012-12-18,2012-12-25,2012-12-30,2182,1,2182
SO51011,BK-R89R-48,16551,2012-12-21,2012-12-28,2013-01-02,2443,1,2443
SO51068,BK-M68B-42,15801,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51191,HL-U509-R,12390,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51342,HL-U509,19359,2013-01-07,2013-01-14,2013-01-19,35,1,35
SO51435,WB-H098,24413,2013-01-12,2013-01-19,2013-01-24,5,1,5
SO51459,TI-R628,16807,2013-01-14,2013-01-21,2013-01-26,25,1,25
SO51475,WB-H098,22436,2013-01-15,2013-01-22,2013-01-27,5,1,5
SO51494,BK-T18U-44,26311,2013-01-16,2013-01-23,2013-01-28,742,1,742
SO51553,LJ-0192-L,11286,2013-01-20,2013-01-27,2013-02-01,50,1,50
SO51558,TT-R982,23104,2013-01-20,2013-01-27,2013-02-01,4,1,4
SO51571,BK-T44U-60,14046,2013-01-21,2013-01-28,2013-02-02,1215,1,1215
SO51635,TT-R982,18242,2013-01-25,2013-02-01,2013-02-06,4,1,4
SO52039,HY-1023-70,21762,2013-01-31,2013-02-07,2013-02-12,55,1,55
SO52129,FE-6654,17027,2013-02-02,2013-02-09,2013-02-14,22,1,22
SO52250,HL-U509-B,13360,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52274,WB-H098,24529,2013-02-04,2013-02-11,2013-02-16,5,1,5
SO52385,SJ-0194-S,16666,2013-02-07,2013-02-14,2013-02-19,54,1,54
SO52452,SO-R809-M,11307,2013-02-08,2013-02-15,2013-02-20,9,1,9
SO52521,LJ-0192-X,19405,2013-02-09,2013-02-16,2013-02-21,50,1,50
SO52537,TT-M928,21252,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52599,SH-W890-L,12506,2013-02-11,2013-02-18,2013-02-23,70,1,70
SO52611,BK-R64Y-40,18557,2013-02-11,2013-02-18,2013-02-23,1120,1,1120
SO52725,HL-U509,12132,2013-02-13,2013-02-20,2013-02-25,35,1,35
SO52842,PK-7098,24612,2013-02-16,2013-02-23,2013-02-28,2,1,2
SO53021,PK-7098,29000,2013-02-20,2013-02-27,2013-03-04,2,1,2
SO53122,WB-H098,11298,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53182,BK-R64Y-38,22643,2013-02-22,2013-03-01,2013-03-06,1120,1,1120
SO53282,HL-U509,11319,2013-02-24,2013-03-03,2013-03-08,35,1,35
SO53295,CA-1098,13002,2013-02-25,2013-03-04,2013-03-09,9,1,9
SO53838,TT-M928,11215,2013-03-04,2013-03-11,2013-03-16,5,1,5
SO53897,TT-M928,15869,2013-03-05,2013-03-12,2013-03-17,5,1,5
SO53928,GL-H102-M,14311,2013-03-06,2013-03-13,2013-03-18,24,1,24
SO53988,LJ-0192-X,14221,2013-03-07,2013-03-14,2013-03-19,50,1,50
SO54096,HL-U509-B,16744,2013-03-08,2013-03-15,2013-03-20,35,1,35
SO54112,TI-R628,11330,2013-03-09,2013-03-16,2013-03-21,25,1,25
SO54249,BK-R64Y-42,23532,2013-03-12,2013-03-19,2013-03-24,1120,1,1120
SO43709,BK-R93R-52,16351,2010-12-31,2011-01-07,2011-01-12,3578,1,3578
SO43712,BK-R93R-44,13513,2011-01-01,2011-01-08,2011-01-13,3578,1,3578
SO44476,BK-R93R-56,17913,2011-04-29,2011-05-06,2011-05-11,3578,1,3578
SO44581,BK-M82B-38,11108,2011-05-03,2011-05-10,2011-05-15,3375,1,3375
SO44610,BK-R93R-52,18241,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44669,BK-M82B-44,25942,2011-05-16,2011-05-23,2011-05-28,3375,1,3375
SO44672,BK-R93R-62,18207,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO45228,BK-R93R-56,18768,2011-07-25,2011-08-01,2011-08-06,3578,1,3578
SO45378,BK-R93R-62,28178,2011-08-06,2011-08-13,2011-08-18,3578,1,3578
SO45687,BK-M82S-38,26005,2011-09-14,2011-09-21,2011-09-26,3400,1,3400
SO45851,BK-R93R-48,11683,2011-10-05,2011-10-12,2011-10-17,3578,1,3578
SO46160,BK-M82B-48,11412,2011-11-05,2011-11-12,2011-11-17,3375,1,3375
SO46211,BK-R50R-48,18163,2011-11-12,2011-11-19,2011-11-24,699,1,699
SO46733,BK-R89B-48,24781,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46737,BK-M68S-42,12346,2012-01-04,2012-01-11,2012-01-16,2071,1,2071
SO47267,BK-M68S-38,12674,2012-02-20,2012-02-27,2012-03-03,2071,1,2071
SO47475,BK-R89R-48,21945,2012-03-02,2012-03-09,2012-03-14,2443,1,2443
SO48097,BK-R89R-48,22412,2012-04-30,2012-05-07,2012-05-12,2443,1,2443
SO48179,BK-R89R-48,16828,2012-05-15,2012-05-22,2012-05-27,2443,1,2443
SO48467,BK-R50B-58,15409,2012-06-05,2012-06-12,2012-06-17,783,1,783
SO48827,BK-M68B-42,26729,2012-07-03,2012-07-10,2012-07-15,2049,1,2049
SO48973,BK-R50B-62,26656,2012-07-21,2012-07-28,2012-08-02,783,1,783
SO49241,BK-M68S-42,14065,2012-08-06,2012-08-13,2012-08-18,2071,1,2071
SO49702,BK-R89B-48,15687,2012-09-14,2012-09-21,2012-09-26,2182,1,2182
SO49789,BK-R89B-44,24002,2012-09-24,2012-10-01,2012-10-06,2182,1,2182
SO50176,BK-R89R-58,16273,2012-10-26,2012-11-02,2012-11-07,2182,1,2182
SO50550,BK-M68S-46,27448,2012-11-19,2012-11-26,2012-12-01,2071,1,2071
SO51190,TT-R982,20824,2012-12-29,2013-01-05,2013-01-10,4,1,4
SO51228,HY-1023-70,11402,2012-12-31,2013-01-07,2013-01-12,55,1,55
SO51295,BK-T79U-46,24425,2013-01-04,2013-01-11,2013-01-16,2384,1,2384
SO51319,BC-R205,28758,2013-01-05,2013-01-12,2013-01-17,9,1,9
SO51355,PK-7098,22260,2013-01-07,2013-01-14,2013-01-19,2,1,2
SO51373,HL-U509-B,22414,2013-01-08,2013-01-15,2013-01-20,35,1,35
SO51508,BK-R19B-52,22273,2013-01-17,2013-01-24,2013-01-29,540,1,540
SO51524,BK-R19B-44,21470,2013-01-18,2013-01-25,2013-01-30,540,1,540
SO51581,BK-M68B-42,11007,2013-01-21,2013-01-28,2013-02-02,2295,1,2295
SO52081,TI-R982,25045,2013-02-01,2013-02-08,2013-02-13,33,1,33
SO52104,TT-M928,11327,2013-02-01,2013-02-08,2013-02-13,5,1,5
SO52233,PK-7098,23452,2013-02-04,2013-02-11,2013-02-16,2,1,2
SO52236,HL-U509-R,23050,2013-02-04,2013-02-11,2013-02-16,35,1,35
SO52280,TT-R982,18288,2013-02-05,2013-02-12,2013-02-17,4,1,4
SO52300,HL-U509-R,26807,2013-02-05,2013-02-12,2013-02-17,35,1,35
SO52305,WB-H098,25335,2013-02-05,2013-02-12,2013-02-17,5,1,5
SO52617,HL-U509-B,11957,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52669,BC-R205,12277,2013-02-12,2013-02-19,2013-02-24,9,1,9
SO52921,BK-M38S-40,13862,2013-02-17,2013-02-24,2013-03-01,769,1,769
SO52939,HY-1023-70,18530,2013-02-18,2013-02-25,2013-03-02,55,1,55
SO53286,BK-R19B-48,21611,2013-02-24,2013-03-03,2013-03-08,540,1,540
SO53337,WB-H098,11944,2013-02-25,2013-03-04,2013-03-09,5,1,5
SO53399,HL-U509-R,11343,2013-02-27,2013-03-06,2013-03-11,35,1,35
SO53415,TT-R982,27565,2013-02-27,2013-03-06,2013-03-11,4,1,4
SO53695,HY-1023-70,26411,2013-03-01,2013-03-08,2013-03-13,55,1,55
SO53779,TT-M928,25244,2013-03-03,2013-03-10,2013-03-15,5,1,5
SO53982,TI-R628,16739,2013-03-07,2013-03-14,2013-03-19,25,1,25
SO54043,PK-7098,21255,2013-03-08,2013-03-15,2013-03-20,2,1,2
SO54218,BC-M005,11262,2013-03-11,2013-03-18,2013-03-23,10,1,10
SO43787,BK-M82S-38,29385,2011-01-19,2011-01-26,2011-01-31,3400,1,3400
SO44327,BK-R93R-56,28598,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO46537,BK-M82S-38,11427,2011-12-20,2011-12-27,2012-01-01,3400,1,3400
SO46730,BK-R89B-58,15100,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO47293,BK-R64Y-42,19192,2012-02-23,2012-03-01,2012-03-06,1000,1,1000
